网址,上次抓取日期
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/api-rpc-horizon.md/frontend-stellar-sdk.md/ecosystem.md/ecosystem.md/advanced-patterns.md/contracts-soroban.md/standards-reference.md/,2026-04-10
https://killer-skills.com/fr/skills/blockmatic/basilic,2026-04-10
https://killer-skills.com/zh/skills/HoangNguyen0403/agent-skills-standard,2026-04-10
https://killer-skills.com/fr/skills/majiayu000/claude-skill-registry/EXAMPLES.md/,2026-04-10
https://killer-skills.com/ar/skills/antvis/GPT-Vis/references/references/word-cloud.md,2026-04-10
https://killer-skills.com/fr/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/advanced-patterns.md/stellar-assets.md/ecosystem.md/frontend-stellar-sdk.md/common-pitfalls.md/api-rpc-horizon.md/contracts-soroban.md,2026-04-10
https://killer-skills.com/fr/skills/majiayu000/claude-skill-registry/gmail/,2026-04-10
https://killer-skills.com/ar/skills/Gingi892/automation-shamai/,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/common-pitfalls.md/advanced-patterns.md/security.md/ecosystem.md/standards-reference.md/frontend-stellar-sdk.md/standards-reference.md/common-pitfalls.md/advanced-patterns.md/testing.md/stellar-assets.md/,2026-04-10
https://killer-skills.com/ar/skills/igorder-dev/apex,2026-04-10
https://killer-skills.com/fr/skills/grndlvl/software-patterns/pattern-selection.md/,2026-04-10
https://killer-skills.com/ja/skills/gannonh/kata-orchestrator,2026-04-10
https://killer-skills.com/fr/skills/T-rav/hyrda/,2026-04-10
https://killer-skills.com/en/skills/laurenceputra/goal-portfolio-viewer,2026-04-10
https://killer-skills.com/pt/skills/c4kar/Kukufi/,2026-04-10
"https://killer-skills.com/fr/skills?q=donn%C3%A9es de films et de 
s%C3%A9ries TV",2026-04-10
https://killer-skills.com/ar/skills/richardgill/nix,2026-04-10
https://killer-skills.com/de/skills/callstackincubator/agent-skills/references/native-view-flattening.md,2026-04-10
https://killer-skills.com/ar/skills/adithya-s-k/manim_skill/rules/templates/examples/math_visualization.py/rules/transform-animations.md/rules/styling.md/,2026-04-10
https://killer-skills.com/ar/skills/ElliotJLT/Claude-Skill-Potions,2026-04-10
https://killer-skills.com/zh/skills/Yeachan-Heo/oh-my-claudecode,2026-04-10
https://killer-skills.com/pt/skills/satsigner/satsigner/,2026-04-10
https://killer-skills.com/ar/skills/bretstarr2024/The-Long-Walk,2026-04-10
https://killer-skills.com/en/skills/leonardomso/33-js-concepts,2026-04-10
https://killer-skills.com/zh/skills/navotvolkgroundup/nabot/,2026-04-10
https://killer-skills.com/de/skills/pyinx/ceo-skills-plugin,2026-04-10
https://killer-skills.com/ar/skills/HankLiu447/SuperSpec,2026-04-10
https://killer-skills.com/pt/skills/pnils08/GodWorld,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/api-rpc-horizon.md/frontend-stellar-sdk.md/ecosystem.md/ecosystem.md/security.md/contracts-soroban.md/common-pitfalls.md/common-pitfalls.md/testing.md,2026-04-10
https://killer-skills.com/zh/skills/pyinx/ceo-skills-plugin,2026-04-10
https://killer-skills.com/ru/skills/HAMMERHEAD-Space/AgenticCodingRules/brainstorming,2026-04-10
https://killer-skills.com/en/skills/majiayu000/claude-skill-registry/effect-testing-mocking,2026-04-10
https://killer-skills.com/ko/skills/dirnbauer/webconsulting-skills,2026-04-10
https://killer-skills.com/ko/skills/jaxxstorm/landlord,2026-04-10
https://killer-skills.com/ar/skills/adithya-s-k/manim_skill/rules/templates/examples/math_visualization.py/rules/transform-animations.md/rules/mobjects.md,2026-04-10
https://killer-skills.com/fr/skills/dirnbauer/webconsulting-skills,2026-04-10
https://killer-skills.com/de/skills/antvis/GPT-Vis/references/references/treemap.md,2026-04-10
https://killer-skills.com/ko/skills/zylos-ai/zylos-core/,2026-04-10
https://killer-skills.com/en/skills/bretstarr2024/The-Long-Walk,2026-04-10
https://killer-skills.com/zh/skills/affaan-m/everything-claude-code/api-design/,2026-04-10
https://killer-skills.com/fr/skills/trotsky1997/My-Claude-Agent-Skills/references/workflows.md,2026-04-10
https://killer-skills.com/ko/skills/tygwan/ultra-codex-init/,2026-04-10
https://killer-skills.com/ko/skills/consuelohq/openengineer/,2026-04-10
https://killer-skills.com/pt/skills/jjm-batwo/batwo-AI-maketing,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/api-rpc-horizon.md/frontend-stellar-sdk.md/ecosystem.md/testing.md/ecosystem.md/advanced-patterns.md/common-pitfalls.md/resources.md/testing.md/,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/frontend-stellar-sdk.md/stellar-assets.md/resources.md/common-pitfalls.md,2026-04-10
https://killer-skills.com/de/skills/am-will/codex-skills,2026-04-10
https://killer-skills.com/ko/skills/SpacePlushy/portfolio,2026-04-10
https://killer-skills.com/ko/skills/JasonRowe/Wahoo-KICKR-Randomizer,2026-04-10
https://killer-skills.com/es/skills/cdeistopened/skill-stack,2026-04-10
https://killer-skills.com/fr/skills/Arvmor/xByte,2026-04-10
https://killer-skills.com/ru/skills/antvis/GPT-Vis/references/references/funnel.md,2026-04-10
https://killer-skills.com/ko/skills/Paramchoudhary/ResumeSkills,2026-04-10
https://killer-skills.com/ko/skills/jjm-batwo/batwo-AI-maketing,2026-04-10
https://killer-skills.com/ko/skills/iQeda/MyRust-NeetCode/,2026-04-10
https://killer-skills.com/ko/skills/Salmanferozkhan/Cloud-and-fast-api/,2026-04-10
https://killer-skills.com/ar/skills/leeovery/tick/references/feature-continuation.md,2026-04-10
https://killer-skills.com/ko/skills/Dillind/sprout-expo,2026-04-10
https://killer-skills.com/ko/skills/alexanderop/second-brain-nuxt/,2026-04-10
https://killer-skills.com/en/skills/loonghao/vx/vx-usage,2026-04-10
https://killer-skills.com/ko/skills/jawsbaek/openclaw-agent-configs/,2026-04-10
https://killer-skills.com/ja/skills/affaan-m/everything-claude-code/nextjs-turbopack,2026-04-10
https://killer-skills.com/ru/skills/WSU-Carbon-Lab/pyref/references/examples/references/migration_qkdb.md/references/rust/io_guide.md,2026-04-10
https://killer-skills.com/ko/skills/Paramchoudhary/ResumeSkills/,2026-04-10
https://killer-skills.com/zh/skills/Crainax/War3Lib,2026-04-10
https://killer-skills.com/ko/skills/affaan-m/everything-claude-code/article-writing,2026-04-10
https://killer-skills.com/ko/skills/majcheradam/ocrbase,2026-04-10
https://killer-skills.com/pt/skills/adithya-s-k/manim_skill/rules/examples/rules/creation-animations.md,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/common-pitfalls.md/ecosystem.md/api-rpc-horizon.md/ecosystem.md/advanced-patterns.md/frontend-stellar-sdk.md/testing.md/testing.md,2026-04-10
https://killer-skills.com/pt/skills/jawsbaek/openclaw-agent-configs,2026-04-10
https://killer-skills.com/de/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/standards-reference.md/advanced-patterns.md/ecosystem.md/resources.md/standards-reference.md/contracts-soroban.md/,2026-04-10
https://killer-skills.com/pt/skills/jaxxstorm/sentinel/,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/stellar-assets.md/advanced-patterns.md/resources.md/common-pitfalls.md,2026-04-10
https://killer-skills.com/en/skills/AxelMrak/ai/mobile-navigation.md,2026-04-10
https://killer-skills.com/ru/skills/aj-geddes/claude-code-bmad-skills/REFERENCE.md,2026-04-10
https://killer-skills.com/ar/skills/pproenca/dot-skills/tailwind/references/conc-queue-communication.md/references/ds-set-for-membership.md,2026-04-10
https://killer-skills.com/fr/skills?q=optimisation de sortie,2026-04-10
https://killer-skills.com/ar/skills/fierzone/agent-skills-standard/references/patterns.md,2026-04-10
https://killer-skills.com/ru/skills/Paramchoudhary/ResumeSkills,2026-04-10
https://killer-skills.com/ru/skills/FrontMage/codex_helper,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/stellar-assets.md/advanced-patterns.md/testing.md/security.md/security.md/api-rpc-horizon.md,2026-04-10
https://killer-skills.com/de/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/api-rpc-horizon.md/frontend-stellar-sdk.md/ecosystem.md/ecosystem.md/resources.md/testing.md/frontend-stellar-sdk.md/common-pitfalls.md/,2026-04-10
https://killer-skills.com/en/skills/affaan-m/everything-claude-code/api-design,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/standards-reference.md/ecosystem.md/testing.md/ecosystem.md/advanced-patterns.md/common-pitfalls.md/common-pitfalls.md,2026-04-10
https://killer-skills.com/pt/skills/majiayu000/claude-skill-registry/github-cli,2026-04-10
https://killer-skills.com/ru/skills/cannuri/examples/context-extraction.md,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/standards-reference.md/ecosystem.md/frontend-stellar-sdk.md/ecosystem.md/api-rpc-horizon.md/stellar-assets.md/contracts-soroban.md/ecosystem.md/common-pitfalls.md/testing.md/security.md/advanced-patterns.md,2026-04-10
https://killer-skills.com/fr/skills/agnaldo4j/kanban_vision_api_iex,2026-04-10
https://killer-skills.com/ru/skills/faisalanjum/,2026-04-10
https://killer-skills.com/en/ARCHITECTURE.md,2026-04-10
https://killer-skills.com/zh/skills/dyoshikawa/mcp-server.md,2026-04-10
https://killer-skills.com/de/skills/WSU-Carbon-Lab/pyref/examples/references/sql_interface.md/examples/pandas_migration.py/references/rust/features.md,2026-04-10
"https://killer-skills.com/fr/skills?q=diagnostic des probl%C3%A8mes 
d'%C3%A9quipe",2026-04-10
"https://killer-skills.com/fr/skills?q=historique des %C3%A9v%C3%A9nements 
immutable",2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/common-pitfalls.md/advanced-patterns.md/security.md/resources.md/ecosystem.md/ecosystem.md/stellar-assets.md,2026-04-10
https://killer-skills.com/fr/skills/KatTate/Bmad-for-Replit,2026-04-10
https://killer-skills.com/ar/skills/ihmorol/templates/cli-tool/TEMPLATE.md,2026-04-10
https://killer-skills.com/ar/skills/majiayu000/claude-skill-registry/develop-ai-functions-example,2026-04-10
https://killer-skills.com/de/skills/affaan-m/everything-claude-code/ralphinho-rfc-pipeline,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/advanced-patterns.md/stellar-assets.md/common-pitfalls.md/advanced-patterns.md/standards-reference.md,2026-04-10
https://killer-skills.com/ru/skills/solanabr/solana-vault-standard/ext/qedgen/,2026-04-10
https://killer-skills.com/pt/skills/QualityUnit/README.md,2026-04-10
https://killer-skills.com/ar/skills/pproenca/dot-skills/references/io-semaphore.md/references/str-translate.md,2026-04-10
https://killer-skills.com/pt/skills/r1cA18/dotfiles,2026-04-10
https://killer-skills.com/zh/skills/felixzhu97/finpulse,2026-04-10
https://killer-skills.com/de/skills/callstackincubator/agent-skills/references/js-concurrent-react.md/,2026-04-10
https://killer-skills.com/zh/skills/ncolex/oc33ren/bird,2026-04-10
https://killer-skills.com/pt/skills/MarioPasc/MenGrowth,2026-04-10
https://killer-skills.com/en/skills/slidevjs/slidev/references/presenter-remote.md,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/common-pitfalls.md/ecosystem.md/api-rpc-horizon.md/ecosystem.md/advanced-patterns.md/frontend-stellar-sdk.md/frontend-stellar-sdk.md/security.md,2026-04-10
https://killer-skills.com/ar/skills/ingpoc/SKILLS,2026-04-10
https://killer-skills.com/pt/skills/proficientlyjobs/proficiently-claude-skills,2026-04-10
https://killer-skills.com/ar/skills/pproenca/dot-skills/references/conc-taskgroup.md/references/py-dataclass.md/,2026-04-10
https://killer-skills.com/de/skills/remotion-dev/skills/rules/maps.md/,2026-04-10
https://killer-skills.com/de/ARCHITECTURE.md,2026-04-10
https://killer-skills.com/ja/skills/adithya-s-k/manim_skill/examples/examples/rules/templates/rules/text.md,2026-04-10
https://killer-skills.com/zh/skills/MitchellkellerLG/claude-workspace-template/,2026-04-10
https://killer-skills.com/ar/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/resources.md/stellar-assets.md/standards-reference.md/ecosystem.md/stellar-assets.md/contracts-soroban.md,2026-04-10
https://killer-skills.com/ja/skills/python-maintainer/SKILL.md,2026-04-10
https://killer-skills.com/pt/skills/WSU-Carbon-Lab/pyref/references/rust/arrow_interop.md/examples/financial_ohlcv.py/examples/references/rust/features.md,2026-04-10
https://killer-skills.com/zh/skills/mkaput/elixirij,2026-04-10
https://killer-skills.com/en/skills/agnaldo4j/kanban_vision_api_iex,2026-04-10
https://killer-skills.com/ar/skills/remotion-dev/skills/rules/rules/get-video-duration.md,2026-04-10
https://killer-skills.com/es/skills/remotion-dev/skills/rules/animations.md/,2026-04-10
https://killer-skills.com/ru/skills/loonghao/vx/vx-usage,2026-04-10
https://killer-skills.com/en/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/api-rpc-horizon.md/frontend-stellar-sdk.md/common-pitfalls.md/standards-reference.md/frontend-stellar-sdk.md/,2026-04-10
https://killer-skills.com/ko/skills/Dwamenachrist/DISAL-Tunnel-Refactored/,2026-04-10
https://killer-skills.com/de/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/standards-reference.md/resources.md/api-rpc-horizon.md/contracts-soroban.md/,2026-04-10
https://killer-skills.com/ar/skills/pproenca/dot-skills/references/references/conc-queue-communication.md/,2026-04-10
https://killer-skills.com/ar/skills/Treytucker05/pt-study-sop,2026-04-10
https://killer-skills.com/en/skills/remotion-dev/skills/rules/rules/transparent-videos.md,2026-04-10
https://killer-skills.com/en/skills/adithya-s-k/manim_skill/rules/templates/examples/math_visualization.py/rules/transform-animations.md/rules/mobjects.md/examples/basic_animations.py,2026-04-10
https://killer-skills.com/en/skills/parcadei/Continuous-Claude-v3/slash-commands,2026-04-10
https://killer-skills.com/de/skills/sandraschi/modules/core-guidance.md,2026-04-10
https://killer-skills.com/pt/skills/pproenca/dot-skills/references/loop-comprehension.md/references/io-connection-pooling.md/,2026-04-10
https://killer-skills.com/es/skills/dills122/wap-labs/sprint-plan,2026-04-10
https://killer-skills.com/fr/skills/ElementsAI-Dev/Cognia/scripts.md,2026-04-10
https://killer-skills.com/ja/skills/adithya-s-k/manim_skill/templates/examples/math_visualization.py/examples/rules/3d.md/templates/basic_scene.py/rules/creation-animations.md,2026-04-10
https://killer-skills.com/zh/skills/airbytehq/airbyte-agent-connectors/references/getting-started.md,2026-04-10
https://killer-skills.com/en/skills/lemline/lemline/lemline-core/src/main/kotlin/com/lemline/core/processors/TryProcessor.kt,2026-04-10
https://killer-skills.com/en/skills/agents-infrastructure/licell/references/references/tag-resource.md/,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/ecosystem.md/common-pitfalls.md/common-pitfalls.md/api-rpc-horizon.md,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/resources.md/zk-proofs.md/resources.md/ecosystem.md/standards-reference.md/,2026-04-10
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/stellar-assets.md/common-pitfalls.md/ecosystem.md/contracts-soroban.md/frontend-stellar-sdk.md,2026-04-10
https://killer-skills.com/ru/skills/petbrains/mvp-builder,2026-04-10
https://killer-skills.com/fr/skills/w-winter/dot314,2026-04-10
https://killer-skills.com/ru/skills/MarioPasc/MenGrowth,2026-04-10
https://killer-skills.com/pt/skills/coollabsio/laravel-template,2026-04-10
https://killer-skills.com/en/skills/Gentleman-Programming/Gentleman.Dots/go-testing,2026-04-10
https://killer-skills.com/ar/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/common-pitfalls.md/common-pitfalls.md/contracts-soroban.md/testing.md/,2026-04-10
https://killer-skills.com/de/skills/deanpeters/Product-Manager-Skills,2026-04-10
https://killer-skills.com/de/skills/adithya-s-k/manim_skill/rules/templates/examples/math_visualization.py/templates/rules/transform-animations.md,2026-04-10
https://killer-skills.com/de/skills/WSU-Carbon-Lab/pyref/examples/references/sql_interface.md/references/python/core_concepts.md,2026-04-09
https://killer-skills.com/zh/skills/boomNDS/new_portfolio,2026-04-09
https://killer-skills.com/ar/skills/airbytehq/airbyte-agent-connectors/references/programmatic-setup.md,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/resources.md/zk-proofs.md/common-pitfalls.md/ecosystem.md/common-pitfalls.md/security.md,2026-04-09
https://killer-skills.com/ar/skills/gscalzo/gscalzo.github.io,2026-04-09
https://killer-skills.com/de/skills/jesus-bazan-entel/mobile-typography.md,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/standards-reference.md/ecosystem.md/advanced-patterns.md/advanced-patterns.md/testing.md,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/resources.md/frontend-stellar-sdk.md/ecosystem.md/,2026-04-09
https://killer-skills.com/es/skills/novuhq/novu,2026-04-09
https://killer-skills.com/de/skills/adithya-s-k/manim_skill/rules/templates/examples/math_visualization.py/examples/graph_plotting.py/rules/text.md,2026-04-09
https://killer-skills.com/fr/skills/verygoodmurph/figma-plugin-starter,2026-04-09
https://killer-skills.com/es/skills/affaan-m/everything-claude-code/investor-outreach,2026-04-09
https://killer-skills.com/zh/skills/kettleofketchup/DraftForge/resources/component-patterns.md/,2026-04-09
https://killer-skills.com/ja/skills/simnova/sharethrift,2026-04-09
https://killer-skills.com/pt/skills/HoangNguyen0403/agent-skills-standard/references/files.md,2026-04-09
https://killer-skills.com/pt/skills/microsoft/playwright,2026-04-09
https://killer-skills.com/ru/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/zk-proofs.md/common-pitfalls.md/,2026-04-09
https://killer-skills.com/de/skills/adithya-s-k/manim_skill/rules/templates/examples/math_visualization.py/rules/transform-animations.md,2026-04-09
https://killer-skills.com/ar/skills/jesus-bazan-entel/platform-android.md,2026-04-09
https://killer-skills.com/ja/skills/sailscastshq/boring-stack/,2026-04-09
https://killer-skills.com/ar/skills/pproenca/dot-skills/references/conc-asyncio-for-io.md/references/io-async-gather.md/,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/standards-reference.md/advanced-patterns.md/ecosystem.md/security.md/api-rpc-horizon.md,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/api-rpc-horizon.md/stellar-assets.md/common-pitfalls.md/standards-reference.md/,2026-04-09
https://killer-skills.com/ja/skills/kettleofketchup/DraftForge/resources/component-patterns.md,2026-04-09
https://killer-skills.com/de/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/api-rpc-horizon.md/stellar-assets.md/common-pitfalls.md/standards-reference.md/,2026-04-09
https://killer-skills.com/en/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/api-rpc-horizon.md/stellar-assets.md/common-pitfalls.md/standards-reference.md/,2026-04-09
https://killer-skills.com/ar/skills/pproenca/dot-skills/references/conc-asyncio-for-io.md/references/ds-set-for-membership.md,2026-04-09
https://killer-skills.com/ja/skills/antvis/GPT-Vis/references/references/column.md,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/common-pitfalls.md/frontend-stellar-sdk.md/stellar-assets.md/stellar-assets.md,2026-04-09
https://killer-skills.com/en/skills/verygoodmurph/figma-plugin-starter,2026-04-09
https://killer-skills.com/pt/skills/fefogarcia/approved-skills,2026-04-09
https://killer-skills.com/en/skills/hereandnowai/transformers-simplified,2026-04-09
https://killer-skills.com/de/skills/WSU-Carbon-Lab/pyref/examples/references/examples/pandas_migration.py/references/gpu_support.md/,2026-04-09
https://killer-skills.com/en/skills/lilliangreenberg/valuations-autonomous_coding,2026-04-09
https://killer-skills.com/de/skills/pproenca/dot-skills/references/bundle-avoid-cdn-production.md/references/func-partial.md/,2026-04-09
https://killer-skills.com/ar/skills/pproenca/dot-skills/references/conc-asyncio-for-io.md/references/io-connection-pooling.md/,2026-04-09
https://killer-skills.com/ar/skills/WSU-Carbon-Lab/pyref/examples/references/examples/pandas_migration.py/references/rust/operations.md/,2026-04-09
https://killer-skills.com/ar/skills/pproenca/dot-skills/references/io-connection-pooling.md/references/_sections.md,2026-04-09
https://killer-skills.com/zh/skills/brendadeeznuts1111/tier-1380-omega,2026-04-09
https://killer-skills.com/ko/skills/asheshgoplani/agent-deck,2026-04-09
https://killer-skills.com/en/skills/callstackincubator/agent-skills/references/js-atomic-state.md,2026-04-09
https://killer-skills.com/ko/skills/RefoundAI/lenny-skills,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/ecosystem.md/common-pitfalls.md/common-pitfalls.md/security.md,2026-04-09
https://killer-skills.com/fr/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/api-rpc-horizon.md/resources.md/stellar-assets.md/ecosystem.md/,2026-04-09
https://killer-skills.com/de/skills/catlog22/Claude-Code-Workflow/roles/tester.md/,2026-04-09
https://killer-skills.com/ru/skills/davidkimai/ralph-zero,2026-04-09
https://killer-skills.com/en/skills/adithya-s-k/manim_skill/examples/examples/rules/grouping.md/,2026-04-09
https://killer-skills.com/zh/skills/Salmanferozkhan/Cloud-and-fast-api,2026-04-09
https://killer-skills.com/ko/skills/amruthpillai/reactive-resume/resume-builder,2026-04-09
https://killer-skills.com/ar/skills/pproenca/dot-skills/references/conc-taskgroup.md/references/str-fstring.md/,2026-04-09
https://killer-skills.com/fr/skills/cin12211/orca-q/nextjs-expert,2026-04-09
https://killer-skills.com/fr/skills/kindfi-org/kindfi/frontend-stellar-sdk.md/,2026-04-09
https://killer-skills.com/de/skills/WSU-Carbon-Lab/pyref/references/rust/arrow_interop.md/references/python/core_concepts.md/,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/common-pitfalls.md/advanced-patterns.md/testing.md/resources.md/ecosystem.md/advanced-patterns.md,2026-04-09
https://killer-skills.com/en/skills/Kbediako/codex-termux-pocket,2026-04-09
https://killer-skills.com/en/skills/remotion-dev/skills/rules/measuring-dom-nodes.md,2026-04-09
https://killer-skills.com/en/skills/dirnbauer/webconsulting-skills,2026-04-09
https://killer-skills.com/ar/skills/dirnbauer/webconsulting-skills,2026-04-09
https://killer-skills.com/de/skills/sabaronnie/AI-Driven-Cronut-CEO-Agent,2026-04-09
https://killer-skills.com/ar/skills/prowler-cloud/prowler/prowler-compliance,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/common-pitfalls.md/ecosystem.md/api-rpc-horizon.md/ecosystem.md/advanced-patterns.md/frontend-stellar-sdk.md/api-rpc-horizon.md/testing.md/contracts-soroban.md/stellar-assets.md,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/common-pitfalls.md/ecosystem.md/api-rpc-horizon.md/ecosystem.md/frontend-stellar-sdk.md/stellar-assets.md/standards-reference.md/advanced-patterns.md/testing.md/common-pitfalls.md/contracts-soroban.md,2026-04-09
https://killer-skills.com/pt/skills/sunholo-data/ailang,2026-04-09
https://killer-skills.com/ar/skills/OneOffTech/parxy/,2026-04-09
https://killer-skills.com/fr/skills/Liinkiing/larastack,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/standards-reference.md/ecosystem.md/frontend-stellar-sdk.md/ecosystem.md/testing.md/security.md,2026-04-09
https://killer-skills.com/fr/skills/jaxxstorm/landlord,2026-04-09
https://killer-skills.com/pt/skills/chongdashu/threejs-forest-census,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/resources.md/common-pitfalls.md/ecosystem.md/api-rpc-horizon.md/ecosystem.md/frontend-stellar-sdk.md/stellar-assets.md/standards-reference.md/testing.md/advanced-patterns.md/contracts-soroban.md,2026-04-09
https://killer-skills.com/ar/skills/intent-integrity-chain/kit/,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/resources.md/zk-proofs.md/common-pitfalls.md/ecosystem.md/ecosystem.md/api-rpc-horizon.md/standards-reference.md/security.md,2026-04-09
https://killer-skills.com/en/skills/CongDon1207/AGENTS.md/,2026-04-09
https://killer-skills.com/de/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/standards-reference.md/ecosystem.md/frontend-stellar-sdk.md/stellar-assets.md/resources.md/common-pitfalls.md/,2026-04-09
https://killer-skills.com/en/skills/K-Dense-AI/claude-scientific-skills/reference/MOTION_CORRECTION.md,2026-04-09
https://killer-skills.com/pt/skills/junerver/ComposeHooks,2026-04-09
https://killer-skills.com/en/skills/joolbits/latitude,2026-04-09
https://killer-skills.com/ar/skills/CongDon1207/AGENTS.md/,2026-04-09
https://killer-skills.com/en/skills/kim-yeo-appweb-lab/trend-korea-app,2026-04-09
https://killer-skills.com/ja/skills/verygoodmurph/figma-plugin-starter,2026-04-09
https://killer-skills.com/ar/skills/jdorfman/www,2026-04-09
https://killer-skills.com/en/skills/vercel/next.js/flags,2026-04-09
https://killer-skills.com/es/skills/minhtungo/ai-agents-factory/,2026-04-09
https://killer-skills.com/en/skills/adaptyvbio/protein-design-skills,2026-04-09
https://killer-skills.com/pt/skills/kindfi-org/kindfi/ecosystem.md/zk-proofs.md/stellar-assets.md/common-pitfalls.md/advanced-patterns.md/testing.md/standards-reference.md/,2026-04-09
https://killer-skills.com/fr/skills/anthonylee991/gemini-superpowers-antigravity,2026-04-09
https://killer-skills.com/ar/skills/termdock/termdock-issues/termdock-ast,2026-04-09
https://killer-skills.com/de/skills/adithya-s-k/manim_skill/rules/colors.md,2026-04-09
https://killer-skills.com/pt/skills/adithya-s-k/manim_skill/templates/examples/math_visualization.py/examples/rules/3d.md/templates/basic_scene.py/,2026-04-09
https://killer-skills.com/zh/skills/MakiOmar/DoctorAppointmenets,2026-04-09
https://killer-skills.com/ru/skills/lemline/lemline,2026-04-09
https://killer-skills.com/fr/skills/jamie8johnson/cqs/release,2026-04-09
https://killer-skills.com/ko/skills/kdeldycke/meta-package-manager/repomatic-audit,2026-04-09
https://killer-skills.com/es/skills/proficientlyjobs/proficiently-claude-skills,2026-04-09
https://killer-skills.com/pt/skills/dpaola2/pipeline-skills,2026-04-09
https://killer-skills.com/ru/skills/vitalyiegorov/suuudokuuu,2026-04-09
https://killer-skills.com/es/skills/proyecto26/projectx,2026-04-09
https://killer-skills.com/es/skills/jamie8johnson/cqs/release,2026-04-09
https://killer-skills.com/ja/skills/asheshgoplani/agent-deck,2026-04-09
https://killer-skills.com/ko/skills/opentabs-dev/opentabs,2026-04-09
